index,length_km,width_km,depth_km,dip,strike,lat,lon,s_slip_m,d_slip_m,easting_utm48,northing_utm48
319,4.2555,4,13.0594,54.71,-131.68,31.5964,103.999,2.20797,2.4327300000000003,405036.18549915025,3496135.7524868264
320,4.1936,4,16.3242,54.71,-131.27,31.6103,103.9811,2.11262,2.1858600000000004,403352.310288747,3497692.162565365
321,4.1035,4,19.589000000000002,54.71,-130.75,31.6241,103.9632,2.04111,2.005,401668.83611947455,3499237.7774250708
322,3.9837,4,22.8539,54.71,-130.07,31.638,103.9454,1.99996,1.89963,399995.45492327475,3500794.674465153
323,5.6041,4,3.2536,54.43,-144.11,31.5183,104.0155,2.6176500000000003,2.84195,406523.7387781103,3487464.764521327
324,5.7829,4,6.5071,54.43,-143.74,31.5317,103.9967,2.55668,2.7703,404752.23518586135,3488966.23624444
325,5.9605,4,9.7606,54.43,-143.38,31.5452,103.978,2.45158,2.61347,402990.83810590813,3490479.0208531194
326,6.1381,4,13.0142,54.43,-143.04,31.5587,103.9593,2.32923,2.38195,401229.9529546115,3491992.119712229
327,6.3174,4,16.2677,54.43,-142.71,31.5723,103.9408,2.2092,2.1581300000000003,399488.6669853993,3493516.4336535423
328,6.5002,4,19.5212,54.43,-142.39,31.586,103.9223,2.10891,2.00135,397748.0010745978,3495052.140249292
329,6.6887,4,22.7748,54.43,-142.06,31.5997,103.9039,2.0398400000000003,1.9224299999999999,396017.3372019567,3496588.0602854826
330,4.1378,4,3.2422,54.15,-141.4,31.4843,103.9852,2.64433,2.67196,403611.7994935508,3483722.38996345
331,4.0819,4,6.4843,54.15,-141.17,31.4973,103.9657,2.59039,2.5899799999999997,401773.1393229517,3485180.634132388
332,4.0294,4,9.7265,54.15,-140.94,31.5104,103.9464,2.48915,2.445,399954.0904812711,3486650.120382194
333,3.9799,4,12.9687,54.15,-140.71,31.5235,103.9271,2.35898,2.25468,398135.55321334326,3488119.940556128
334,3.9331,4,16.2108,54.15,-140.47,31.5368,103.9079,2.22676,2.08293,396327.24228588055,3489612.168928315
335,3.8887,4,19.453,54.15,-140.24,31.5501,103.8887,2.11688,1.97345,394519.4486968513,3491104.728504035
336,3.8467,4,22.6952,54.15,-140.0,31.5635,103.8696,2.0428800000000003,1.93015,392721.7780090028,3492608.6059428323
337,4.1383,4,3.2307,53.87,-141.39,31.4553,103.9578,2.66685,2.5091099999999997,400978.6230053978,3480532.385266405
338,4.118,4,6.4614,53.87,-141.18,31.4686,103.9385,2.60116,2.41507,399159.0550298232,3482024.151297969
339,4.0993,4,9.6921,53.87,-140.97,31.4821,103.9192,2.4767,2.28004,397340.2243789008,3483538.4198061386
340,4.0821,4,12.9229,53.87,-140.77,31.4955,103.9,2.3266,2.12678,395531.3073223356,3485041.8431634926
341,4.0665,4,16.1536,53.87,-140.56,31.5091,103.8809,2.18629,2.00631,393732.63364246377,3486567.6694430723
342,4.0524,4,19.3843,53.87,-140.34,31.5227,103.8618,2.07842,1.94593,391934.4861246901,3488093.8239677874
343,4.04,4,22.615,53.87,-140.13,31.5363,103.8427,2.01169,1.94173,390136.8650003718,3489620.3069624305
344,5.5323,4,3.2192,53.59,-140.45,31.4219,103.9258,2.68818,2.37155,397901.8753117404,3476859.582184376
345,5.5118,4,6.4384,53.59,-140.29,31.4355,103.9065,2.58669,2.2500299999999998,396082.39470272476,3478385.12437225
346,5.4929,4,9.6576,53.59,-140.14,31.4491,103.8872,2.40795,2.1348800000000003,394263.4444733836,3479911.0009604506
347,5.4758,4,12.8767,53.59,-139.98,31.4628,103.868,2.23064,2.0339400000000003,392454.6402233176,3481448.198489309
348,5.4604,4,16.0959,53.59,-139.82,31.4765,103.8488,2.09175,1.96939,390646.3680962553,3482985.727610929
349,5.4468,4,19.3151,53.59,-139.67,31.4902,103.8296,2.0001,1.95471,388838.6283285579,3484523.5885547814
350,5.435,4,22.5343,53.59,-139.51,31.5041,103.8105,1.9540799999999998,1.9847599999999999,387041.1586693876,3486083.847449643
351,5.5323,4,3.2076,53.31,-140.43,31.3837,103.8885,2.6711500000000004,2.2815700000000003,394313.6639693147,3472660.689877671
352,5.4498,4,6.4152,53.31,-140.3,31.3977,103.8695,2.4784599999999997,2.1552,392522.90295495634,3474230.885772637
353,5.3652,4,9.6227,53.31,-140.18,31.4117,103.8504,2.2550700000000004,2.10093,390723.17317681306,3475801.5059639663
354,5.2784,4,12.8303,53.31,-140.05,31.4258,103.8314,2.08281,2.06904,388933.60661014507,3477383.437821984
355,5.1891,4,16.0379,53.31,-139.93,31.4399,103.8124,1.97216,2.0510099999999998,387144.5819371077,3478965.6951355436
356,5.0973,4,19.2455,53.31,-139.8,31.4541,103.7935,1.91251,2.0575,385365.72327222384,3480559.258129541
357,5.0025,4,22.4531,53.31,-139.68,31.4684,103.7747,1.8932900000000001,2.09102,383597.0325368328,3482164.122220972
358,4.0437,4,3.1959,53.03,-136.55,31.3525,103.8564,2.54455,2.3611299999999997,391225.3347829821,3469233.716549089
359,3.9616,4,6.3918,53.03,-136.3,31.3671,103.8378,2.30449,2.2627,389473.15107644827,3470870.5333846817
360,3.8778,4,9.5877,53.03,-136.03,31.3819,103.8192,2.09032,2.26459,387721.75435536297,3472529.8312057587
361,3.7923,4,12.7836,53.03,-135.76,31.3967,103.8008,1.9544,2.2671099999999997,385989.9302917057,3474189.2345770267
362,3.705,4,15.9795,53.03,-135.48,31.4115,103.7824,1.88108,2.25433,384258.6576853628,3475848.94460508
363,3.616,4,19.1754,53.03,-135.19,31.4265,103.764,1.84983,2.24479,382528.1862124767,3477531.130381762
364,3.5252,4,22.3713,53.03,-134.88,31.4414,103.7458,1.84853,2.25184,380817.15459751384,3479202.3219354018
365,4.0441,4,3.1842,52.75,-136.52,31.3262,103.82700000000001,2.3614900000000003,2.6394800000000003,388397.7012154301,3466347.999596856
366,4.0431,4,6.3683,52.75,-136.31,31.3412,103.8085,2.14208,2.55616,386655.4286730042,3468029.515487453
367,4.0433,4,9.5524,52.75,-136.1,31.3563,103.7902,1.9740799999999998,2.57309,384932.8628886958,3469722.2163878307
368,4.0447,4,12.7366,52.75,-135.89,31.3715,103.7719,1.87995,2.56581,383210.98009189154,3471426.3053021817
369,4.0476,4,15.9207,52.75,-135.68,31.3867,103.7536,1.83692,2.52058,381489.6606770201,3473130.6982520707
370,4.0522,4,19.1048,52.75,-135.47,31.401999999999997,103.7354,1.82242,2.4679900000000004,379778.53984110116,3474846.370556875
371,4.0589,4,22.289,52.75,-135.26,31.4173,103.7173,1.8276,2.4348799999999997,378077.48965263076,3476562.233303996
372,4.0448,4,3.1723,52.47,-136.53,31.2999,103.7976,2.29025,3.05844,385568.52121548686,3463463.012494002
373,4.072,4,6.3446,52.47,-136.33,31.3149,103.7789,2.13191,2.9619,383807.1482223591,3465145.201697745
374,4.0998,4,9.5169,52.47,-136.13,31.33,103.7603,1.9850400000000001,2.95507,382055.98124635604,3466838.6846070183
375,4.1283,4,12.6892,52.47,-135.93,31.3452,103.7418,1.9024299999999998,2.91339,380315.0218994387,3468543.4567326093
376,4.1573,4,15.8615,52.47,-135.73,31.3604,103.7233,1.86296,2.81183,378574.63158855546,3470248.539517695
377,4.187,4,19.0339,52.47,-135.53,31.3756,103.7049,1.84169,2.69762,376844.32072410354,3471953.821253035
378,4.2175,4,22.2062,52.47,-135.34,31.3909,103.6865,1.83348,2.61402,375114.70889139205,3473670.49539114
379,4.6425,4,3.1604,52.2,-137.82,31.2709,103.766,2.31123,3.5375199999999998,382525.00387266494,3460281.8214038955
380,4.6688,4,6.3208,52.2,-137.64,31.2859,103.7471,2.22246,3.35227,380744.4988339923,3461964.7285740976
381,4.7021,4,9.4812,52.2,-137.46,31.3009,103.7281,2.0885,3.3232500000000003,378955.0483948331,3463648.068766875
382,4.7407,4,12.6416,52.2,-137.28,31.3159,103.7092,2.00126,3.2459200000000004,377175.68950201524,3465331.6243274338
383,4.7835,4,15.802,52.2,-137.1,31.3309,103.6904,1.94295,3.0779799999999997,375406.418025565,3467015.3905110536
384,4.8299,4,18.9624,52.2,-136.93,31.346,103.6715,1.89244,2.89352,373628.3372471618,3468710.676594317
385,4.88,4,22.1228,52.2,-136.75,31.3612,103.6528,1.8519,2.7576099999999997,371869.99275879347,3470417.1387211937
386,4.6423,4,3.1484,51.92,-137.81,31.2401,103.7331,2.28187,4.1023999999999985,379353.5643118594,3456903.374519152
387,4.8877,4,6.2968,51.92,-137.93,31.2541,103.7131,2.2273,3.8188800000000005,377466.90650646616,3458477.186825929
388,5.1065,4,9.4453,51.92,-137.97,31.2682,103.6931,2.15773,3.7146800000000004,375580.9428303146,3460062.443145588
389,5.3037,4,12.5937,51.92,-137.97,31.2824,103.6733,2.0962099999999997,3.54936,373714.71881464415,3461658.914953296
390,5.4874,4,15.7421,51.92,-134.25,31.2967,103.6535,2.0225299999999997,3.2903599999999997,371849.1962261355,3463266.8246855307
391,5.6728,4,18.8905,51.92,-132.32,31.311,103.6338,1.9343400000000002,3.02861,369993.7608189677,3464874.970330129
392,5.8895,4,22.0389,51.92,-131.34,31.3253,103.6139,1.85305,2.8415,368119.8626535251,3466483.7060091537
393,7.0873,4,3.1364,51.64,-149.26,31.1938,103.6945,2.21047,4.7930600000000005,375616.7931236121,3451814.1838054764
394,6.8741,4,6.0175,51.64,-147.83,31.2086,103.6738,2.1619900000000003,4.48707,373664.08487782505,3453478.117250215
395,6.547000000000001,4,9.0262,51.64,-146.64,31.224,103.6537,2.1631400000000003,4.2041900000000005,371769.9553097328,3455208.24603906
396,6.0881,4,12.0349,51.64,-145.83,31.2397,103.6343,2.12852,3.85541,369943.5276907441,3456971.168953556
397,3.6678,4,15.6819,51.64,-134.24,31.2692,103.6226,2.0443700000000002,3.45915,368870.0232957625,3460254.915029656
398,3.0198,4,18.8183,51.64,-130.45,31.2858,103.6048,1.9222700000000001,3.10597,367198.55662409717,3462116.2328577954
399,2.2549,4,21.9547,51.64,-126.72,31.3022,103.5876,1.8057299999999998,2.85337,365584.5115313853,3463954.94080799
400,3.705,4,2.7414,43.26,-130.87,31.1639,103.6631,2.40258,5.39956,372584.82436424564,3448535.7386343214
401,3.324,4,5.7461,43.26,-126.07,31.1829,103.6445,2.3582099999999997,5.05042,370837.76610356657,3450663.307753895
402,2.9997,4,8.6191,43.26,-120.37,31.2029,103.6275,2.27631,4.60585,369245.2434577511,3452900.1462209
403,2.7319999999999998,4,11.4922,43.26,-113.67,31.2236,103.6125,2.1691,4.1055,367844.90032775735,3455212.4522428787
404,3.6683,4,13.7069,43.26,-105.83,31.2489,103.5918,2.04224,3.5841,365908.8550691785,3458041.767213453
405,3.5111,4,16.4483,43.26,-96.49,31.2698,103.5767,1.8698700000000001,3.11058,364500.7402210021,3460376.874030845
406,3.0272,4,19.1896,43.26,-84.7,31.2916,103.5648,1.69514,2.75068,363399.1768101483,3462807.992353005
407,3.7055,4,2.7414,43.26,-130.86,31.1421,103.6337,2.63171,5.871930000000001,369752.7543624422,3446153.5868698717
408,3.7044,4,5.4828,43.26,-130.87,31.1619,103.6137,2.53443,5.44183,367873.4879237943,3448371.9683553837
409,3.8253,4,8.2241,43.26,-130.8,31.182,103.5942,2.33663,4.89387,366043.09477368864,3450623.365797272
410,4.0901,4,10.9655,43.26,-130.48,31.2027,103.5754,2.13117,4.30023,364281.0481339439,3452940.7621976333
411,4.5211,4,13.7069,43.26,-129.7,31.2238,103.5577,1.9332599999999998,3.67499,362625.154423679,3455301.4577780464
412,5.1415,4,16.4483,43.26,-128.32,31.2455,103.5414,1.72131,3.0670900000000003,361104.2312653145,3457727.1935877423
413,5.9781,4,19.1896,43.26,-126.24,31.2678,103.5269,1.4774200000000002,2.49498,359756.30536199507,3460217.4016078794
414,3.7060000000000004,4,2.7414,43.26,-130.85,31.1203,103.6043,2.81067,6.04685,366919.40361431945,3443772.1595516917
415,3.7052,4,5.4828,43.26,-130.86,31.1401,103.5842,2.5695099999999997,5.59428,365030.7209324986,3445991.165531298
416,3.7044,4,8.2241,43.26,-130.87,31.1599,103.5642,2.2802599999999997,5.01342,363152.37565730617,3448210.4200233663
417,3.7056,4,10.9655,43.26,-130.88,31.1797,103.5442,2.0069999999999997,4.39099,361274.8324671594,3450430.0434657717
418,3.7153,4,13.7069,43.26,-130.89,31.1995,103.5242,1.76162,3.73045,359398.0919692571,3452650.03621069
419,3.7451,4,16.4483,43.26,-130.9,31.2194,103.5042,1.53139,3.07499,357522.3047974931,3454881.483259652
420,3.8101,4,19.1896,43.26,-130.89,31.2394,103.4844,1.2982,2.45394,355666.5262949161,3457124.1238057762
421,3.7072,4,2.7414,43.26,-130.86,31.0985,103.5748,2.84194,5.8649700000000005,364075.23474855424,3441391.5783197433
422,3.7061,4,5.4828,43.26,-130.87,31.1183,103.5548,2.5152099999999997,5.514850000000001,362196.20502131927,3443610.9667709987
423,3.705,4,8.2241,43.26,-130.88,31.1381,103.5348,2.14527,4.99311,360317.9764708806,3445830.7240712363
424,3.7039,4,10.9655,43.26,-130.89,31.1579,103.5147,1.81975,4.40128,358431.0173658887,3448050.9784527007
425,3.7027,4,13.7069,43.26,-130.9,31.1777,103.4947,1.55279,3.76075,356554.39493546635,3450271.4762796788
426,3.7016,4,16.4483,43.26,-130.91,31.1975,103.4746,1.33097,3.10854,354669.0470556279,3452492.475443354
427,3.7007,4,19.1896,43.26,-130.92,31.2173,103.4546,1.1291300000000002,2.4827,352794.0331813862,3454713.7152073905
428,3.7069,4,2.7414,43.26,-130.84,31.0767,103.5454,2.68407,5.448259999999999,361239.32265184267,3439011.59959169
429,3.7055,4,5.4828,43.26,-130.85,31.0965,103.5254,2.34864,5.2102200000000005,359360.409237005,3441231.490513326
430,3.7041,4,8.2241,43.26,-130.86,31.1163,103.5054,1.93987,4.81456,357482.29669765115,3443451.7505364483
431,3.7026,4,10.9655,43.26,-130.87,31.1361,103.4853,1.58798,4.32687,355595.4510594504,3445672.510374445
432,3.7012,4,13.7069,43.26,-130.88,31.1559,103.4653,1.32702,3.7638300000000005,353718.9440373754,3447893.511429805
433,3.6998,4,16.4483,43.26,-130.89,31.1757,103.4453,1.13629,3.1520599999999996,351843.2397169339,3450114.8826446314
434,3.6983,4,19.1896,43.26,-130.9,31.1955,103.4252,0.97618,2.5373799999999997,349958.80995272467,3452336.7600543993
435,3.7074,4,2.7414,43.26,-130.83,31.0549,103.516,2.42159,4.90014,358402.132186482,3436632.34252181
436,3.7061,4,5.4828,43.26,-130.84,31.0747,103.49600000000001,2.09499,4.760890000000002,356523.33436932345,3438852.7358284667
437,3.7047,4,8.2241,43.26,-130.85,31.0945,103.476,1.6922400000000002,4.51616,354645.3371265557,3441073.4984899387
438,3.7034,4,10.9655,43.26,-130.86,31.1143,103.4559,1.3558599999999998,4.183,352758.6042408637,3443294.76369876
439,3.702,4,13.7069,43.26,-130.87,31.1341,103.4359,1.12978,3.7381599999999997,350882.21191306424,3445516.2678996082
440,3.7007,4,16.4483,43.26,-130.89,31.1539,103.4159,0.9817299999999999,3.1883000000000004,349006.62198771985,3447738.142513352
441,3.6993,4,19.1896,43.26,-130.9,31.1737,103.3958,0.8595700000000001,2.59122,347122.30407035665,3449960.5260557723
442,3.7086,4,2.7414,43.26,-130.82,31.0331,103.4865,2.11841,4.28599,355554.1192625475,3434253.9361870494
443,3.7075,4,5.4828,43.26,-130.83,31.0529,103.4665,1.8244,4.23536,353675.43826313474,3436474.8335619187
444,3.7064,4,8.2241,43.26,-130.84,31.0727,103.4465,1.46518,4.14755,351797.5575379522,3438696.1005469994
445,3.7053,4,10.9655,43.26,-130.85,31.0925,103.4265,1.18067,3.98846,349920.4776962716,3440917.737495473
446,3.7042,4,13.7069,43.26,-130.86,31.1123,103.4065,1.0072299999999998,3.67447,348044.1993478462,3443139.744759655
447,3.7031,4,16.4483,43.26,-130.87,31.1321,103.3865,0.8972600000000001,3.19171,346168.7231029144,3445362.1226909845
448,3.702,4,19.1896,43.26,-130.88,31.1519,103.3664,0.7943,2.617,344284.51631792274,3447585.0122835683
449,3.7084,4,2.7414,43.26,-130.82,31.0113,103.4571,1.84102,3.67179,352714.3721863698,3431876.1221084218
450,3.7075,4,5.4828,43.26,-130.83,31.0311,103.4371,1.60319,3.68649,350835.80535066314,3434097.52170022
451,3.7067,4,8.2241,43.26,-130.84,31.0509,103.4171,1.3119200000000002,3.74379,348958.0384885265,3436319.291157192
452,3.7058,4,10.9655,43.26,-130.85,31.0707,103.3971,1.09874,3.75169,347081.07220987,3438541.4308325592
453,3.705,4,13.7069,43.26,-130.86,31.0905,103.3771,0.9788899999999999,3.5550900000000003,345204.907125086,3440763.941078669
454,3.7041,4,16.4483,43.26,-130.87,31.1103,103.3571,0.88889,3.13275,343329.5438450492,3442986.822246998
455,3.7032,4,19.1896,43.26,-130.88,31.1301,103.337,0.7794099999999999,2.5885900000000004,341445.4474771153,3445210.2178079938
456,3.7089,4,2.7414,43.26,-130.81,30.9895,103.4277,1.6344,3.1051100000000003,349873.34910163947,3429499.0268831924
457,3.7078,4,5.4828,43.26,-130.82,31.0093,103.4077,1.4891299999999998,3.1486,347994.8957124201,3431720.928608798
458,3.7067,4,8.2241,43.26,-130.83,31.0291,103.3877,1.28071,3.31846,346117.2419963263,3433943.200455362
459,3.7056,4,10.9655,43.26,-130.84,31.0489,103.3677,1.13301,3.4650199999999995,344240.38856390864,3436165.842776141
460,3.7045,4,13.7069,43.26,-130.86,31.0687,103.3477,1.04237,3.3566100000000003,342364.336026198,3438388.855923518
461,3.7034,4,16.4483,43.26,-130.87,31.0885,103.3277,0.94184,2.9864599999999997,340489.08499470376,3440612.240249006
462,3.7023,4,19.1896,43.26,-130.88,31.1084,103.3076,0.80004,2.4883,338605.2675453886,3442847.226666257
463,3.7094,4,2.7414,43.26,-130.81,30.9677,103.3982,1.49215,2.62358,347021.49919975176,3427122.7870072955
464,3.7086,4,5.4828,43.26,-130.82,30.9875,103.3782,1.48517,2.64889,345143.16046846355,3429345.1925533023
465,3.7078,4,8.2241,43.26,-130.83,31.0073,103.3583,1.3704399999999999,2.87037,343275.1688424865,3431567.827505046
466,3.707,4,10.9655,43.26,-130.84,31.0271,103.3383,1.26473,3.10705,341398.42753868963,3433790.9723905018
467,3.7063,4,13.7069,43.26,-130.85,31.0469,103.3183,1.16539,3.05742,339522.48683064716,3436014.488359229
468,3.7055,4,16.4483,43.26,-130.86,31.0668,103.2983,1.02466,2.74143,337647.51727327245,3438249.460691355
469,3.7047,4,19.1896,43.26,-130.87,31.0866,103.2782,0.8340700000000001,2.3136400000000004,335763.64169864263,3440473.8680326096
470,3.7106,4,2.7414,43.26,-130.81,30.9459,103.3688,1.3584200000000002,2.2530900000000003,344177.9242067852,3424747.12914112
471,3.7095,4,5.4828,43.26,-130.82,30.9657,103.3488,1.45716,2.22795,342299.697483005,3426970.0366573264
472,3.7084,4,8.2241,43.26,-130.83,30.9855,103.3288,1.44583,2.43202,340422.2698328411,3429193.3148097745
473,3.7073,4,10.9655,43.26,-130.84,31.0053,103.3089,1.38457,2.6888799999999997,338555.18991256284,3431416.818738073
474,3.7062,4,13.7069,43.26,-130.86,31.0251,103.2889,1.27026,2.6699,336679.360315958,3433640.83744898
475,3.7051,4,16.4483,43.26,-130.87,31.045,103.2689,1.08943,2.41541,334804.5044013137,3435876.3128269617
476,3.7039999999999997,4,19.1896,43.26,-130.88,31.0648,103.2488,0.8569500000000001,2.08269,332920.7370933144,3438101.225896745
477,3.7103,4,2.7414,43.26,-130.79,30.9241,103.3394,1.2145899999999998,1.9711,341333.07554779213,3422372.1873069373
478,3.7089,4,5.4828,43.26,-130.8,30.9439,103.3194,1.32528,1.90831,339454.96011180256,3424595.5967124617
479,3.7075,4,8.2241,43.26,-130.82,30.9637,103.2994,1.36443,2.08744,337577.6434496377,3426819.3770124707
480,3.7060000000000004,4,10.9655,43.26,-130.83,30.9835,103.2795,1.36238,2.2918000000000003,335710.6764619345,3429043.3808794473
481,3.7046,4,13.7069,43.26,-130.84,31.0034,103.2595,1.27027,2.26498,333835.1307584071,3431278.987189888
482,3.7032,4,16.4483,43.26,-130.85,31.0232,103.2395,1.08816,2.0649800000000003,331960.2142633398,3433503.880601958
483,3.7017,4,19.1896,43.26,-130.86,31.043000000000003,103.2195,0.8488700000000001,1.83523,330086.09899647656,3435729.146315976
484,3.7108,4,2.7414,43.26,-130.79,30.9023,103.3099,1.09797,1.70331,338477.39569525816,3419998.105401632
485,3.7097,4,5.4828,43.26,-130.8,30.9221,103.29,1.0966799999999999,1.6655799999999998,336608.94913097104,3422221.8717759717
486,3.7085,4,8.2241,43.26,-130.81,30.9419,103.27,1.13181,1.87575,334731.7427364693,3424446.1541442215
487,3.7073,4,10.9655,43.26,-130.82,30.9617,103.25,1.1812,2.00582,332855.3354293224,3426670.8080194155
488,3.7060000000000004,4,13.7069,43.26,-130.83,30.9816,103.2301,1.1427,1.93814,330989.45475184463,3428906.7668183832
489,3.7047,4,16.4483,43.26,-130.84,31.0014,103.2101,1.00611,1.77066,329114.6476321411,3431132.163076588
490,3.7032,4,19.1896,43.26,-130.85,31.0212,103.1901,0.8083300000000001,1.62601,327240.6414436239,3433357.9318959443
491,3.7113,4,2.7414,43.26,-130.78,30.8805,103.2805,0.9169200000000001,1.50846,335629.99979542673,3417624.5952610923
492,3.7105,4,5.4828,43.26,-130.79,30.9003,103.2605,0.8563,1.62841,333752.1066938486,3419849.0099761467
493,3.7097,4,8.2241,43.26,-130.8,30.9201,103.2406,0.91107,1.7968099999999998,331884.56846667395,3422073.645261195
494,3.7089,4,10.9655,43.26,-130.8,30.94,103.2206,0.96998,1.8419999999999999,330008.4474616776,3424309.8863326544
495,3.7079,4,13.7069,43.26,-130.81,30.9598,103.2007,0.96624,1.7476600000000002,328142.50374342164,3426535.2602810375
496,3.7069,4,16.4483,43.26,-130.82,30.9796,103.1807,0.89061,1.61008,326267.8052785677,3428761.1593092587
497,3.7059,4,19.1896,43.26,-130.83,30.9994,103.1607,0.77113,1.5143,324393.9074480957,3430987.4311586544
583,5.9773,4,19.1896,0.0,-126.24,31.2968,103.50200000000001,1.1012000000000002,1.63732,357429.1501076793,3463463.8934006575
584,6.2558,4,19.1896,0.0,-126.36,31.325,103.4759,0.8973800000000001,1.18633,354988.0584801767,3466623.8680296787
585,6.4078,4,19.1896,0.0,-126.43,31.3535,103.4502,0.69372,0.8018,352586.9897594508,3469817.1985354675
586,6.5553,4,19.1896,0.0,-126.48,31.381999999999998,103.4246,0.5046700000000001,0.52962,350196.9300627726,3473011.0124702463
587,6.6988,4,19.1896,0.0,-126.54,31.4105,103.3989,0.34585000000000005,0.37642,347798.85824626184,3476205.58075781
588,6.8386,4,19.1896,0.0,-126.59,31.439,103.3732,0.23078,0.3168,345402.2887969578,3479400.7702892963
589,6.9751,4,19.1896,0.0,-126.64,31.4675,103.3474,0.16682,0.30959000000000003,342997.7218602545,3482596.7249626173
590,3.8098,4,19.1896,0.0,-130.9,31.2666,103.4569,1.0391,1.78731,353089.49631856364,3460175.4598903283
591,4.0898,4,19.1896,0.0,-130.76,31.2946,103.4305,0.8290799999999999,1.2529299999999999,350619.957217869,3463314.685860386
592,4.2481,4,19.1896,0.0,-130.7,31.3223,103.4037,0.63749,0.8327899999999999,348113.3805824754,3466421.859016412
593,4.4046,4,19.1896,0.0,-130.64,31.35,103.3768,0.46213999999999994,0.54403,345598.8057377306,3469529.8425462306
594,4.5596,4,19.1896,0.0,-130.59,31.3777,103.35,0.31252,0.38498,343095.2636876712,3472638.3591956287
595,4.7131,4,19.1896,0.0,-130.55,31.4054,103.3231,0.20160999999999998,0.32603000000000004,340583.7321429666,3475747.6927297525
596,4.8653,4,19.1896,0.0,-130.51,31.4331,103.2962,0.13978000000000002,0.3221600000000001,338073.7260568909,3478857.703758167
597,3.6997,4,19.1896,0.0,-130.91,31.2445,103.427,0.9134,1.8768,350207.6390669476,3457765.8895196663
598,3.6993,4,19.1896,0.0,-130.94,31.2716,103.3995,0.72754,1.33979,347632.1312988618,3460807.5471653836
599,3.7041,4,19.1896,0.0,-130.95,31.2988,103.3719,0.55943,0.90712,345048.78512979497,3463861.1326683275
600,3.7116,4,19.1896,0.0,-130.97,31.326,103.3443,0.40467,0.6038399999999999,342466.9681009825,3466915.4264070927
601,3.7215,4,19.1896,0.0,-130.98,31.3532,103.3167,0.26951,0.42998,339886.6818038117,3469970.4292846536
602,3.7337,4,19.1896,0.0,-131.0,31.3804,103.2892,0.16605999999999999,0.35778000000000004,337317.4382861947,3473025.994282043
603,3.7479,4,19.1896,0.0,-131.01,31.4076,103.2616,0.10617,0.34414,334740.21555188193,3476082.4156712107
604,3.6981,4,19.1896,0.0,-130.91,31.2227,103.3977,0.7833899999999999,1.95964,347382.0963316719,3455389.4917528317
605,3.6957,4,19.1896,0.0,-130.93,31.2499,103.3701,0.62233,1.43205,344797.37935501983,3458443.066035912
606,3.6939,4,19.1896,0.0,-130.94,31.276999999999997,103.3425,0.47711,0.9932700000000001,342214.0228304828,3461486.262985256
607,3.6921,4,19.1896,0.0,-130.96,31.3042,103.3149,0.34046,0.67472,339632.35851402604,3464541.2536773533
608,3.6904,4,19.1896,0.0,-130.97,31.3313,103.2873,0.21725999999999998,0.48243,337052.0520081256,3467585.86861276
609,3.6886,4,19.1896,0.0,-130.99,31.3585,103.2597,0.12021,0.39377,334473.44670629274,3470642.279322368
610,3.6868,4,19.1896,0.0,-131.0,31.3856,103.23200000000001,0.06333,0.3697200000000001,331886.68649985816,3473688.4687111606
611,3.6985,4,19.1896,0.0,-130.91,31.2009,103.3683,0.68142,2.03684,344545.74613082875,3453013.950680635
612,3.6957,4,19.1896,0.0,-130.92,31.2281,103.3407,0.5364899999999999,1.52188,341961.1820184934,3456068.220850234
613,3.6939,4,19.1896,0.0,-130.93,31.2553,103.3132,0.40475,1.07966,339387.66732626845,3459123.0537970094
614,3.6919999999999997,4,19.1896,0.0,-130.95,31.2824,103.2856,0.2777,0.74651,336805.9826947675,3462167.653692766
615,3.6902,4,19.1896,0.0,-130.96,31.3096,103.258,0.16080000000000005,0.53573,334225.99704492354,3465224.048868867
616,3.6883,4,19.1896,0.0,-130.98,31.3368,103.2304,0.06802000000000001,0.43091,331647.542596406,3468281.1550401463
617,3.6865,4,19.1896,0.0,-130.99,31.3639,103.2027,0.01468,0.39758000000000004,329060.9275848109,3471328.0427977582
618,3.7019,4,19.1896,0.0,-130.88,31.1791,103.3389,0.62233,2.09199,341708.11307878024,3450639.1297250986
619,3.6991,4,19.1896,0.0,-130.91,31.2063,103.3114,0.47984,1.59379,339133.22877287876,3453693.950133968
620,3.6974,4,19.1896,0.0,-130.92,31.2335,103.2838,0.34761000000000003,1.15221,336550.3397340182,3456749.622395736
621,3.6958,4,19.1896,0.0,-130.94,31.2607,103.2563,0.21946999999999997,0.80902,333978.50073189684,3459805.853892033
622,3.6941,4,19.1896,0.0,-130.95,31.2878,103.2287,0.10299000000000001,0.5846100000000001,331398.4874823953,3462851.8584812973
623,3.6924,4,19.1896,0.0,-130.97,31.315,103.2011,0.01296,0.46798999999999996,328820.1799959582,3465909.6598920776
624,3.6907,4,19.1896,0.0,-130.98,31.3422,103.1734,-0.035910000000000004,0.4284,326233.8901684807,3468968.331498988
625,3.7024,4,19.1896,0.0,-130.88,31.1573,103.3095,0.6025499999999999,2.1045900000000004,338869.19795607217,3448265.027957458
626,3.7005,4,19.1896,0.0,-130.9,31.1845,103.28200000000001,0.44755,1.6306600000000002,336294.4668071547,3451320.5415561195
627,3.6993,4,19.1896,0.0,-130.92,31.2117,103.2545,0.30182,1.19815,333721.25562078826,3454376.7595065925
628,3.6981,4,19.1896,0.0,-130.93,31.2389,103.2269,0.16462000000000002,0.8547299999999999,331140.04114258906,3457433.8356182
