index,length_km,width_km,depth_km,dip,strike,lat,lon,s_slip_m,d_slip_m,easting_utm48,northing_utm48
46,3.4655,4,15.9012,83.87,-111.9,32.4909,105.2583,1.59655,1.25003,524266.9656615178,3594879.751027649
47,3.445,4,19.8765,83.87,-109.4,32.4945,105.2567,1.5966,1.0591,524115.6867474017,3595278.4538373756
48,3.4235,4,23.8518,83.87,-106.89,32.4981,105.2552,1.60456,0.9174500000000001,523973.81387404597,3595677.1815641834
49,3.4014,4,27.8271,83.87,-104.35,32.5018,105.254,1.6190200000000001,0.8363400000000001,523860.10707263765,3596087.06372463
50,3.5231,4,3.9585,81.74,-119.29,32.4663,105.2308,1.9659600000000002,1.7119000000000002,521689.26700304664,3592146.8868724685
51,3.526,4,7.9133,81.74,-116.9,32.4709,105.228,1.84357,1.88083,521425.0490650635,3592656.2362150727
52,3.5291,4,11.87,81.74,-114.51,32.4756,105.2254,1.7843900000000001,1.75508,521179.62734063563,3593176.717545313
53,3.5326,4,15.8267,81.74,-112.12,32.4804,105.2231,1.75552,1.48645,520962.3956861087,3593708.349165421
54,3.5365,4,19.7833,81.74,-109.73,32.4852,105.2211,1.7391800000000002,1.2226199999999998,520773.37329437997,3594240.0441577043
55,3.5408,4,23.74,81.74,-107.35,32.4902,105.2193,1.7319000000000002,1.02412,520603.11510856403,3594793.9519134723
56,3.5458,4,27.6967,81.74,-104.97,32.4952,105.2177,1.73472,0.90354,520451.66437071917,3595347.9012418543
57,3.5222,4,3.9344,79.61,-119.28,32.4519,105.1972,2.10858,1.84369,518534.67356017354,3590544.304598099
58,3.525,4,7.8651,79.61,-116.9,32.4577,105.1938,2.08171,2.0483200000000004,518213.9426792783,3591186.6536344127
59,3.528,4,11.7977,79.61,-114.52,32.4636,105.1906,2.03533,1.9076600000000001,517912.0282602144,3591840.131958781
60,3.5313,4,15.7302,79.61,-112.15,32.4696,105.1877,1.97651,1.60357,517638.32471604936,3592504.7544444483
61,3.5347,4,19.6628,79.61,-109.78,32.4757,105.1851,1.92227,1.30155,517392.82733483723,3593180.5188397784
62,3.5384,4,23.5953,79.61,-107.41,32.4819,105.1828,1.88317,1.06996,517175.5312169934,3593867.4231310873
63,3.5424,4,27.5279,79.61,-105.04,32.4882,105.1808,1.86376,0.92427,516986.43127510505,3594565.4655427323
64,3.5241,4,3.9048,77.48,-119.28,32.4376,105.1637,2.27224,1.7613,515388.46049503976,3588953.821934197
65,3.5267,4,7.806,77.48,-116.92,32.4445,105.1596,2.33455,1.9439300000000002,515001.9006102999,3589718.106322722
66,3.5305,4,11.709,77.48,-114.57,32.4516,105.1557,2.30609,1.82064,514634.1649009956,3590504.6037188997
67,3.5359,4,15.612,77.48,-112.21,32.4588,105.1522,2.21679,1.54172,514304.06357235595,3591302.2538592946
68,3.5433,4,19.515,77.48,-109.87,32.4662,105.149,2.11917,1.25536,514002.17581422895,3592122.125062778
69,3.553,4,23.418,77.48,-107.53,32.4736,105.1462,2.04141,1.02898,513737.9237207763,3592942.057569366
70,3.5654,4,27.321,77.48,-105.19,32.4811,105.1438,1.994,0.88213,513511.2831348197,3593773.1335475114
71,3.5232,4,3.8698,75.34,-119.27,32.4232,105.1302,2.4516,1.51042,512241.26795974124,3587353.247762511
72,3.5901,4,7.7361,75.34,-117.03,32.4312,105.1251,2.55858,1.6143800000000001,511760.73268501036,3588239.475530025
73,3.6598,4,11.6042,75.34,-114.84,32.4393,105.1202,2.5370700000000004,1.52108,511299.0698930339,3589136.833330554
74,3.7329,4,15.4722,75.34,-112.69,32.4475,105.1158,2.4263600000000003,1.30868,510884.4742153443,3590045.3491720334
75,3.8094,4,19.3403,75.34,-110.6,32.4559,105.1116,2.29427,1.08171,510488.727125671,3590976.0728580668
76,3.8898,4,23.2083,75.34,-108.54,32.4644,105.1079,2.1823400000000004,0.8961,510140.03005563666,3591917.945660074
77,3.9744,4,27.0764,75.34,-106.54,32.473,105.1045,2.10886,0.77304,509819.5774665991,3592870.9443398532
78,3.9707,4,3.8295,73.21,-125.69,32.4056,105.0948,2.61033,1.1887,508914.7257377285,3585398.7874862924
79,4.0663,4,7.6555,73.21,-123.65,32.4142,105.0881,2.70643,1.18876,508283.89068442833,3586351.5560376155
80,4.1658,4,11.4832,73.21,-121.66,32.4231,105.0817,2.68723,1.1056700000000002,507681.3553929433,3587337.6417372036
81,4.2687,4,15.311,73.21,-119.72,32.4322,105.0757,2.5681599999999998,0.96169,507116.52635031013,3588345.961325953
82,4.3747,4,19.1387,73.21,-117.83,32.4414,105.0701,2.4173000000000004,0.81123,506589.4032583524,3589365.42356359
83,4.4834,4,22.9664,73.21,-115.98,32.4507,105.0648,2.28357,0.6879,506090.5773898902,3590396.0168995205
84,4.5946,4,26.7942,73.21,-114.17,32.4602,105.0599,2.19319,0.60787,505629.4335802575,3591448.82752793
85,4.3541,4,3.7839,71.08,-128.94,32.3835,105.0581,2.7720900000000004,0.90589,505464.8910273867,3582946.547837729
86,4.3886,4,7.5643,71.08,-127.1,32.3929,105.0499,2.82372,0.80831,504693.11213094514,3583988.1417969917
87,4.4253,4,11.3464,71.08,-125.26,32.4025,105.0421,2.77696,0.69745,503959.1004421118,3585051.9809772177
88,4.4636,4,15.1285,71.08,-123.45,32.4123,105.0346,2.6461300000000003,0.59404,503253.4458902547,3586138.054230453
89,4.5031,4,18.9107,71.08,-121.64,32.4223,105.0275,2.48606,0.50793,502585.54602898326,3587246.3581647933
90,4.5433,4,22.6928,71.08,-119.85,32.4325,105.0208,2.34213,0.44557,501955.39287868654,3588376.8854163266
91,4.5837,4,26.4749,71.08,-118.08,32.4429,105.0145,2.2432399999999997,0.41237,501362.97796111193,3589529.6290417523
92,4.3534,4,3.733,68.95,-128.93,32.3599,105.0211,2.9081799999999998,0.70837,501985.18350891536,3580329.223621269
93,4.3549,4,7.4626,68.95,-127.11,32.3702,105.0119,2.91007,0.51878,501119.478917493,3581470.833477259
94,4.3571,4,11.1939,68.95,-125.29,32.3807,105.003,2.8232500000000003,0.37474,500282.1889424746,3582634.6901495745
95,4.36,4,14.9252,68.95,-123.47,32.3915,104.9946,2.67558,0.28504,499492.1203379527,3583831.8707095897
96,4.3632,4,18.6564,68.95,-121.65,32.4025,104.9866,2.50814,0.2347,498739.8588103698,3585051.2805048362
97,4.3667,4,22.3877,68.95,-119.83,32.4137,104.9789,2.35903,0.21356,498015.9928546734,3586292.913090497
98,4.3703,4,26.119,68.95,-118.01,32.4251,104.9717,2.25617,0.21616,497339.3202825707,3587556.757519621
99,4.3555,4,3.677,66.82,-128.93,32.3362,104.9841,2.96266,0.6134400000000001,498503.66595282475,3577702.0281249154
100,4.364,4,7.3506,66.82,-127.14,32.3475,104.974,2.93026,0.36543000000000003,497553.46850855544,3578954.801588562
101,4.3707,4,11.0258,66.82,-125.35,32.359,104.9643,2.81812,0.18467,496641.14907300717,3580229.824155386
102,4.3758,4,14.7011,66.82,-123.56,32.3708,104.955,2.65837,0.07587,495766.70415521617,3581538.170659042
103,4.3792,4,18.3764,66.82,-121.78,32.3828,104.9462,2.48451,0.02624,494939.5283754541,3582868.7418643404
104,4.3809,4,22.0517,66.82,-119.99,32.3951,104.9378,2.3322800000000004,0.020079999999999997,494150.2103033411,3584232.6167322
105,4.381,4,25.727,66.82,-118.21,32.4076,104.9299,2.229,0.0424,493408.1388389294,3585618.6954909917
106,3.9707,4,3.6159,64.68,-129.39,32.3134,104.9488,2.93381,0.68311,495180.40826492826,3575175.730307769
107,3.9787,4,7.2284,64.68,-127.46,32.3257,104.9377,2.88029,0.4071,494136.3282885187,3576539.715008756
108,3.9852,4,10.8425,64.68,-125.53,32.3382,104.9272,2.7633,0.15994,493149.0103814715,3577925.9419972436
109,3.9903,4,14.4567,64.68,-123.6,32.351,104.9171,2.59566,-0.01086,492199.6277438122,3579345.4942648658
110,3.994,4,18.0709,64.68,-121.68,32.3641,104.9075,2.4166,-0.09745000000000001,491297.5820757755,3580798.3532800083
111,3.9966,4,21.6851,64.68,-119.76,32.3774,104.8985,2.26396,-0.11635,490452.2582737695,3582273.412790049
112,3.9984,4,25.2993,64.68,-117.83,32.391,104.8899,2.16401,-0.09267,489644.83821694454,3583781.763001954
113,3.9699,4,3.5497,62.55,-129.38,32.2917,104.9152,2.9124000000000003,0.9216000000000001,492015.64791499585,3572772.3393277815
114,3.9713,4,7.0962,62.55,-127.48,32.3049,104.9033,2.82426,0.62077,490896.52135770296,3574236.477763494
115,3.9789,4,10.6442,62.55,-125.58,32.3183,104.8918,2.67581,0.27177999999999997,489815.39346066565,3575722.875595474
116,3.9935,4,14.1923,62.55,-123.7,32.3321,104.8809,2.48981,0.00468,488791.10229716386,3577253.669642937
117,4.0162,4,17.7404,62.55,-121.82,32.3461,104.8705,2.30486,-0.14743,487814.19926527503,3578806.684659862
118,4.0477,4,21.2885,62.55,-119.96,32.3604,104.8606,2.15559,-0.19935,486884.683740618,3580392.9920191807
119,4.0889,4,24.8366,62.55,-118.13,32.375,104.8512,2.06491,-0.18586000000000003,486002.5429770267,3582012.5789336283
120,3.9719,4,3.4787,60.42,-129.38,32.27,104.8817,2.93818,1.28647,488858.7981118145,3570369.9355586935
121,4.1511,4,6.9541,60.42,-127.81,32.2834,104.8681,2.75617,0.92381,487579.8087671615,3571856.784273138
122,4.3326,4,10.4312,60.42,-126.3,32.2972,104.855,2.5355,0.48106,486348.3313494172,3573388.0745648583
123,4.5176,4,13.9083,60.42,-124.84,32.3113,104.8424,2.32742,0.10327,485164.34470118245,3574952.7047580904
124,4.7071,4,17.3854,60.42,-123.44,32.3257,104.8302,2.1456999999999997,-0.13463999999999998,484018.42695174285,3576550.6734669157
125,4.9024,4,20.8624,60.42,-122.09,32.3403,104.8184,2.01127,-0.23438,482910.5530767551,3578170.8832725445
126,5.1042,4,24.3395,60.42,-120.78,32.3552,104.8071,1.94231,-0.23754,481850.14149037166,3579824.389889405
127,4.4786,4,3.4028,58.29,-139.14,32.2421,104.8462,2.95937,1.7964000000000002,485511.0620805413,3567281.539580957
128,4.6474,4,6.8025,58.29,-137.41,32.2554,104.8304,2.5914200000000003,1.31427,484024.9284071412,3568758.046117344
129,4.8315,4,10.2037,58.29,-135.75,32.269,104.815,2.30738,0.77931,482576.9579663373,3570267.9650493897
130,5.0297,4,13.605,58.29,-134.17,32.2829,104.7999,2.1035700000000004,0.28667000000000004,481157.73207989114,3571811.29807098
131,5.241,4,17.0062,58.29,-132.67,32.2971,104.7852,1.95261,-0.04754,479776.6671539648,3573388.014751809
132,5.4642,4,20.4075,58.29,-131.23,32.3116,104.7709,1.85613,-0.20888,478433.7595898913,3574998.0999524235
133,5.6985,4,23.8087,58.29,-129.87,32.3263,104.7569,1.82543,-0.2429,477119.5679521671,3576630.4754370465
134,4.4793,4,3.3222,56.16,-139.13,32.2123,104.8141,3.0542,2.51295,482481.3183104667,3563983.0907908278
135,4.4791,4,6.7251,56.16,-138.33,32.2255,104.7966,2.5425100000000005,1.7949100000000002,480834.9350889713,3565449.252386055
136,4.496,4,10.0876,56.16,-137.54,32.2389,104.7794,2.21217,1.10656,479217.3373106127,3566937.798295712
137,4.5288,4,13.4501,56.16,-136.75,32.2525,104.7626,1.99255,0.52339,477637.9430673939,3568448.6944200755
138,4.576,4,16.8127,56.16,-135.96,32.2664,104.7459,1.8533800000000002,0.1171,476068.51796734834,3569993.074979596
139,4.6363,4,20.1752,56.16,-135.17,32.2805,104.7296,1.7806400000000002,-0.10997,474537.2957143782,3571559.779972174
140,4.7085,4,23.5377,56.16,-134.39,32.2949,104.7135,1.76483,-0.20353000000000002,473025.46842513204,3573159.9276274187
141,3.9238,4,3.0607,49.92,-137.41,32.1867,104.7821,3.04935,3.22278,479459.9737550997,3561151.0900348085
142,3.9234,4,6.1208,49.92,-137.42,32.2024,104.762,2.47867,2.62914,477569.12354515307,3562895.3920135135
143,3.9229,4,9.1812,49.92,-137.42,32.218,104.7418,1.8807200000000002,2.03308,475669.4747531192,3564628.992644529
144,3.9224,4,12.2416,49.92,-137.42,32.2337,104.7217,1.3961700000000001,1.52329,473779.9267980089,3566374.0180218574
145,3.9218,4,15.302,49.92,-137.43,32.2494,104.7015,1.07698,1.1463800000000002,471881.61076805333,3568119.430832674
146,3.9212,4,18.3624,49.92,-137.43,32.265,104.6813,0.9102100000000001,0.90691,469983.91723872593,3569854.123937312
147,3.9205,4,21.4228,49.92,-137.43,32.2807,104.6612,0.85631,0.7819900000000001,468096.3269875986,3571600.2374044512
148,3.9252,4,3.0601,49.91,-137.42,32.1607,104.7539,2.8145900000000004,2.8331399999999998,476795.1434395091,3558274.829099824
149,3.9241,4,6.1203,49.91,-137.42,32.1764,104.7338,2.3285500000000003,2.2391,474904.2063824373,3560019.620358924
150,3.9231,4,9.1804,49.91,-137.42,32.1921,104.7136,1.77824,1.74967,473004.49427277385,3561764.7975192484
151,3.9219,4,12.2405,49.91,-137.42,32.2077,104.6935,1.33927,1.3299100000000001,471114.8291259549,3563499.2277550795
152,3.9207,4,15.3006,49.91,-137.42,32.2234,104.6733,1.0551,1.00887,469216.4223182346,3565245.132639452
153,3.9195,4,18.3608,49.91,-137.42,32.2391,104.6531,0.91427,0.8006000000000001,467318.6705120808,3566991.4027133714
154,3.9182,4,21.4209,49.91,-137.42,32.2548,104.633,0.88701,0.69529,465430.99344389903,3568738.006052515
155,3.9249,4,3.0596,49.9,-137.4,32.1347,104.7257,2.5511999999999997,2.5670100000000002,474128.80532457924,3555399.271318705
156,3.9238,4,6.1192,49.9,-137.4,32.1504,104.7056,2.1107600000000004,2.05594,472237.7809434131,3557144.5516171623
157,3.9228,4,9.1788,49.9,-137.4,32.1661,104.6854,1.7176,1.58766,470337.9784079782,3558890.2203877973
158,3.9218,4,12.2383,49.9,-137.4,32.1818,104.6653,1.3896199999999999,1.18601,468448.25671629305,3560636.224564355
159,3.9207,4,15.2979,49.9,-137.4,32.1975,104.6451,1.15385,0.88251,466549.76075192395,3562382.621319105
160,3.9197,4,18.3575,49.9,-137.4,32.2131,104.6249,1.02101,0.68551,464651.8806915597,3564118.2986536007
161,3.9186,4,21.4171,49.9,-137.41,32.2288,104.6048,0.98448,0.5859800000000001,462764.1142374921,3565865.391590394
162,3.9262,4,3.059,49.89,-137.4,32.1087,104.6975,2.56503,2.46175,471460.9607574534,3552524.415759895
163,3.9252,4,6.1181,49.89,-137.4,32.1244,104.6774,2.20099,2.0266800000000003,469569.84857412614,3554270.184856897
164,3.9248,4,9.1771,49.89,-137.4,32.1401,104.6572,1.87078,1.5301900000000002,467669.95513563696,3556016.34499563
165,3.9251,4,12.2362,49.89,-137.4,32.1558,104.6371,1.58628,1.08593,465780.1448158622,3557762.8381950655
166,3.9261,4,15.2952,49.89,-137.41,32.1715,104.6169,1.35757,0.75655,463881.55711958365,3559509.726542651
167,3.9277,4,18.3543,49.89,-137.41,32.1872,104.5967,1.20192,0.5508,461983.62359735975,3561256.9803051176
168,3.9298,4,21.4133,49.89,-137.41,32.2028,104.5766,1.13026,0.45388,460095.7257156385,3562993.4779095044
169,3.9259,4,3.0585,49.87,-137.38,32.0828,104.6693,2.6889000000000003,2.41434,468791.6450649998,3549661.345960402
170,3.9995,4,6.117,49.87,-137.41,32.0982,104.6489,2.4104,1.99729,466872.03189991246,3551374.442259292
171,4.0725,4,9.1755,49.87,-137.44,32.1136,104.6285,2.13243,1.4716900000000002,464953.06523467734,3553087.910154942
172,4.1447,4,12.234,49.87,-137.47,32.1291,104.6081,1.85929,0.9764600000000001,463034.7857093964,3554812.834515238
173,4.2163,4,15.2925,49.87,-137.5,32.1445,104.5876,1.60644,0.60933,461107.68431613396,3556527.0826040846
174,4.2873,4,18.351,49.87,-137.53,32.1599,104.5672,1.40681,0.39221,459190.6627503983,3558241.668821627
175,4.3577,4,21.4095,49.87,-137.55,32.1753,104.5468,1.28903,0.30646,457274.2889586913,3559956.6277661854
176,3.7804,4,3.058,49.86,-140.7,32.0556,104.6415,2.84702,2.41424,466158.1119206824,3546654.7532688943
177,3.8546,4,6.1159,49.86,-140.67,32.0706,104.6206,2.63192,1.9873900000000002,464191.01410997985,3548324.1656217044
178,3.9281,4,9.1739,49.86,-140.65,32.0855,104.5996,2.3916500000000003,1.4214600000000002,462215.08276302356,3549982.918026535
179,4.0009,4,12.2318,49.86,-140.62,32.1005,104.5787,2.11607,0.86477,460249.27353686164,3551653.111547489
180,4.073,4,15.2898,49.86,-140.59,32.1154,104.5578,1.8289000000000002,0.45893,458284.0638854223,3553312.6105954098
181,4.1446,4,18.3478,49.86,-140.57,32.1304,104.5369,1.5845799999999999,0.23717,456319.5429004728,3554983.584603766
182,4.2156,4,21.4057,49.86,-140.55,32.1453,104.516,1.42653,0.1714,454355.6177461137,3556643.8646353376
183,3.7817,4,3.0574,49.85,-140.71,32.0293,104.6161,3.0276300000000003,2.4711,463750.0096867204,3543747.793084539
184,3.7808,4,6.1148,49.85,-140.71,32.044,104.5949,2.86444,2.00649,461754.28377971,3545384.5146720805
185,3.7805,4,9.1723,49.85,-140.71,32.0587,104.5737,2.61897,1.3781400000000001,459759.1978929986,3547021.6367377867
186,3.7809,4,12.2297,49.85,-140.71,32.0734,104.5525,2.30118,0.766,457764.7523097143,3548659.159574662
187,3.782,4,15.2871,49.85,-140.71,32.0881,104.5313,1.96953,0.3382,455770.9473134989,3550297.083475268
188,3.7836,4,18.3445,49.85,-140.72,32.1028,104.5102,1.6913900000000002,0.12514,453787.21832029853,3551935.3658617316
189,3.7858,4,21.4019,49.85,-140.72,32.1175,104.489,1.51284,0.0834,451794.6938526745,3553574.090899063
190,3.7813,4,3.0569,49.84,-140.69,32.003,104.5907,3.17768,2.57591,461340.5410659039,3540841.401252729
191,3.7801,4,6.1138,49.84,-140.69,32.0177,104.5695,3.0391500000000002,2.05363,459344.6188892883,3542478.5856372234
192,3.7789,4,9.1706,49.84,-140.69,32.0324,104.5483,2.7622199999999997,1.34686,457349.3362768016,3544116.170566969
193,3.7776,4,12.2275,49.84,-140.69,32.0471,104.5271,2.39011,0.69963,455354.6935119306,3545754.156335373
194,3.7764,4,15.2844,49.84,-140.69,32.0618,104.506,2.01783,0.27336,453370.13022647414,3547392.5000278517
195,3.7752,4,18.3413,49.84,-140.7,32.0765,104.4848,1.72102,0.08109000000000001,451376.76651271066,3549031.2864865432
196,3.774,4,21.3981,49.84,-140.7,32.0912,104.4636,1.54099,0.06583,449384.04349994985,3550670.4746605065
197,3.7832,4,3.0563,49.83,-140.68,31.9767,104.5653,3.27185,2.74127,458929.7073487293,3537935.576993059
198,3.7822,4,6.1127,49.83,-140.68,31.9914,104.5441,3.12277,2.15602,456933.5885759569,3539573.2239040406
199,3.7813,4,9.169,49.83,-140.68,32.0061,104.5229,2.79297,1.37595,454938.10891089856,3541211.2714280235
200,3.7803,4,12.2253,49.83,-140.68,32.0208,104.5018,2.37056,0.7142200000000001,452952.7121964167,3542849.676314309
201,3.7793,4,15.2817,49.83,-140.69,32.0355,104.4806,1.97659,0.30698000000000003,450958.51010409195,3544488.524080965
202,3.7783,4,18.338,49.83,-140.69,32.0502,104.4594,1.68376,0.13907,448964.9479724127,3546127.773339776
203,3.7774,4,21.3943,49.83,-140.69,32.0649,104.4382,1.5222200000000001,0.14337,446972.0260867206,3547767.424383213
204,3.7822,4,3.0558,49.81,-140.67,31.9504,104.5399,3.30269,2.97943,456517.509824446,3535030.319522661
205,3.7812,4,6.1116,49.81,-140.67,31.9651,104.5187,3.09112,2.33936,454521.1941279741,3536668.4286895897
206,3.7802,4,9.1674,49.81,-140.68,31.9798,104.4975,2.68969,1.5130000000000001,452525.5170825521,3538306.938537928
207,3.7793,4,12.2232,49.81,-140.68,31.9945,104.4764,2.23962,0.86365,450539.92524499877,3539945.8036178863
208,3.7783,4,15.279,49.81,-140.68,32.0092,104.4552,1.8606,0.48034,448545.5248618378,3541585.113847153
209,3.7774,4,18.3347,49.81,-140.68,32.0239,104.434,1.603,0.32474000000000003,446551.7639837033,3543224.8256381843
210,3.7764,4,21.3905,49.81,-140.68,32.0386,104.4128,1.48089,0.32936000000000004,444558.6428962957,3544864.9392838576
211,3.7826,4,3.0552,49.8,-140.66,31.9241,104.5145,3.28139,3.2869099999999998,454103.94978105114,3532125.6280562063
212,3.7819,4,6.1105,49.8,-140.67,31.9388,104.4933,2.9156500000000003,2.64535,452107.4368323513,3533764.1992084645
213,3.7811,4,9.1657,49.8,-140.67,31.9535,104.4721,2.45502,1.83095,450111.5620777828,3535403.171111205
214,3.7804,4,12.221,49.8,-140.67,31.9682,104.451,2.03223,1.20481,448125.7747870287,3537042.496117541
215,3.7797,4,15.2762,49.8,-140.67,31.9829,104.4298,1.71508,0.8228099999999999,446131.1757837521,3538682.268540782
216,3.779,4,18.3315,49.8,-140.67,31.9976,104.4086,1.5217,0.64581,444137.21582963824,3540322.442596062
217,3.7782,4,21.3867,49.8,-140.67,32.0124,104.3874,1.4528800000000002,0.6181,442143.9580380501,3541974.1031234222
218,3.7839,4,3.0547,49.79,-140.67,31.8978,104.4891,3.33899,3.6721999999999997,451689.02850530145,3529221.50180591
219,3.7829,4,6.1094,49.79,-140.67,31.9125,104.4679,2.8034600000000003,3.0928400000000003,449692.3179748487,3530860.5346728056
220,3.782,4,9.1641,49.79,-140.67,31.9272,104.4467,2.2765700000000004,2.35319,447696.245181364,3532499.968359915
221,3.781,4,12.2188,49.79,-140.67,31.9419,104.4256,1.8844500000000002,1.73784,445710.26210629294,3534139.7530252654
222,3.78,4,15.2735,49.79,-140.67,31.9566,104.4044,1.63416,1.31597,443715.464152632,3535779.9873737684
223,3.7791,4,18.3282,49.79,-140.67,31.9714,104.3832,1.50328,1.07361,441721.36797730904,3537431.7079049754
224,3.7781,4,21.3829,49.79,-140.68,31.9861,104.3621,1.47889,0.97716,439737.2969133408,3539072.6902763206
225,3.7835,4,3.0542,49.78,-140.65,31.8715,104.4637,3.6241,4.15716,449272.74728270184,3526317.939981531
226,3.7774,4,6.1083,49.78,-140.65,31.8862,104.4425,2.96334,3.60291,447275.8388399807,3527957.4342922955
227,3.7713,4,9.1625,49.78,-140.65,31.9009,104.4214,2.34475,2.94205,445289.0235710774,3529597.279025662
